track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,Unnamed: 26,in_shazam_charts,Genre
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,1274727.829,0.000127473,,Major,72,90,48,32,0,18,23,165,A,,0,Romantic
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,19,59,18,5,1279028.405,0.000127903,,Major,73,88,57,56,0,5,2,98,B,,52,
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197,15,48,50,0,1279109.864,0.000127911,,Minor,68,33,43,38,0,36,14,98,F#,,3,Romantic
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,32,0,12,0,1279478.592,0.000127948,,Minor,70,61,44,40,0,37,4,170,F,,0,Hip-Hop
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,1281695.972,0.00012817,,Minor,78,40,74,36,0,17,27,101,C#,,0,Hip-Hop
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,1287091.879,0.000128709,,Major,51,21,63,5,0,41,3,148,G,,105,Romantic
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309,93,95,84,9,1292821.069,0.000129282,,Minor,67,72,74,30,0,36,4,102,C#,,202,Romantic
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1299132.227,0.000129913,,Major,53,14,43,64,0,13,3,150,D#,,1,Romantic
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097,32,0,19,0,1299569.924,0.000129957,,Major,58,56,83,5,0,7,4,174,,,0,Hip-Hop
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,14,3,81,0,1299696.025,0.00012997,,Minor,82,52,61,38,0,14,27,133,F#,,0,
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997,13,0,113,1,1300157.984,0.000130016,,Major,60,37,71,8,0,48,4,115,C#,,3,Hip-Hop
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092,81,4,248,1,1300957.697,0.000130096,,Major,82,49,88,20,0,21,3,132,B,,6,Hip-Hop
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,1310942.605,0.000131094,,Major,34,35,76,39,0,8,5,126,D#,,0,Romantic
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109,102,53,113,12,1320759.589,0.000132076,,Major,74,71,89,24,61,15,5,137,,,0,Hip-Hop
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,27,27,29,1,1321157.342,0.000132116,,Minor,90,64,14,67,35,11,10,150,G#,,1,Romantic
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1321602.14,0.00013216,,Major,38,20,66,9,0,9,8,81,G,,1,Romantic
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012,129,55,128,0,1321866.065,0.000132187,,Major,58,68,91,2,0,27,11,128,C#,,101,Romantic
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912,5,0,5,0,1322416.325,0.000132242,,Major,58,27,36,86,0,9,3,92,G,,0,Hip-Hop
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911,17,10,16,0,1322616.119,0.000132262,,Major,90,73,51,39,0,9,6,120,F,,4,Romantic
TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641,44,0,159,0,1323516.461,0.000132352,,Major,74,39,65,5,1,11,35,144,D,,0,Hip-Hop
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1324895.125,0.00013249,,Minor,69,94,71,79,0,7,8,152,G,,1,Romantic
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,1325160.902,0.000132516,,Minor,67,74,75,44,0,7,30,174,F,,0,
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838,6,20,8,0,1329090.325,0.000132909,,Minor,85,72,58,9,0,49,12,115,C#,,0,Hip-Hop
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690,4,113,20,0,1330434.126,0.000133043,,Minor,51,50,76,30,0,10,7,130,D,,1,Hip-Hop
Die For You,Joji,1,2022,11,4,1703,0,246390068,38,45,36,16,1330506.367,0.000133051,,Major,47,15,52,38,13,29,5,148,G#,,0,Romantic
2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123,41,0,158,2,1337521.264,0.000133752,,Major,72,92,77,9,0,8,11,156,G,,68,Romantic
ELEVEN,IVE,1,2021,12,1,521,1,247737946,17,89,11,0,1337784.908,0.000133778,,Major,83,59,73,6,0,5,11,120,A,,0,Hip-Hop
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,1339680.389,0.000133968,,Minor,84,96,71,18,0,34,17,120,F,,88,Hip-Hop
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1341963.931,0.000134196,,Minor,82,42,75,6,0,63,6,128,C#,,1,Hip-Hop
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,1351648.339,0.000135165,,Major,68,14,76,4,0,10,4,150,D,,82,Hip-Hop
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192,57,13,50,1,1365504.437,0.00013655,,Minor,31,4,86,1,0,28,17,172,B,,7,Hip-Hop
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,1369714.59,0.000136971,,Minor,80,16,28,17,0,12,39,80,E,,0,Hip-Hop
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,1372781.137,0.000137278,,Major,88,28,66,6,0,13,31,125,G#,,0,Hip-Hop
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,1377650.435,0.000137765,,Major,60,58,69,2,0,58,4,147,F,,14,Romantic
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,1382034.933,0.000138203,,Minor,74,96,80,18,0,5,5,140,G,,13,Hip-Hop
Moonlight,Kali Uchis,1,2023,2,24,2649,42,256483385,67,79,57,1,1385010.279,0.000138501,,Minor,64,88,72,51,0,17,5,137,G,,615,Romantic
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,1394906.605,0.000139491,,Minor,80,62,69,28,0,13,7,122,F#,,0,
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692,47,3,42,12,1397059.337,0.000139706,,Minor,74,61,52,30,0,26,9,85,G#,,6,Romantic
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,286,0,1410031.465,0.000141003,,Major,67,69,72,17,0,19,3,147,,,0,Romantic
Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503,60,17,154,0,1410947.116,0.000141095,,Minor,96,71,42,57,0,8,9,108,G,,22,Hip-Hop
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,1411636.54,0.000141164,,Major,67,78,63,29,0,12,5,84,D,,0,Hip-Hop
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370,26,18,15,1,1421713.998,0.000142171,,Minor,81,72,65,4,0,14,4,120,G#,,4,Hip-Hop
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,26,69,73,2,1422647.874,0.000142265,,Major,65,72,95,31,0,92,5,158,C#,,6,Hip-Hop
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030,2,0,12,0,1424406.762,0.000142441,,Major,69,35,57,12,0,10,9,138,D,,10,
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,1425030.457,0.000142503,,Minor,46,62,83,53,0,97,28,158,G#,,0,
Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1429474.392,0.000142947,,Minor,81,70,65,24,0,8,4,105,A#,,1,Hip-Hop
After LIKE,IVE,1,2022,8,22,767,12,265548837,20,129,11,0,1433963.72,0.000143396,,Major,68,80,92,10,0,9,12,125,,,12,Hip-Hop
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,1435766.645,0.000143577,,Major,34,24,56,4,0,11,3,150,A,,263,Hip-Hop
X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,45,80,53,8,1439772.521,0.000143977,,Minor,79,58,78,34,0,11,25,178,C#,,4,Hip-Hop
Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538,38,48,20,0,1445896.105,0.00014459,,Major,65,37,58,2,0,4,31,180,D,,0,Romantic
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,30,84,88,1,1446063.883,0.000144606,,Major,74,79,87,45,0,30,3,130,F#,,28,
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,1466998.025,0.0001467,,Major,50,39,78,4,0,11,33,125,,,0,Hip-Hop
Low,SZA,1,2022,12,9,1911,0,272377463,23,71,14,0,1470838.3,0.000147084,,Minor,70,34,55,43,0,16,6,145,,,9,Hip-Hop
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485,49,17,30,0,1474229.619,0.000147423,,Minor,83,63,74,14,0,16,6,98,G,,0,Hip-Hop
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,1475251.294,0.000147525,,Major,56,40,54,72,0,10,4,142,D#,,0,Romantic
Caile,Luar La L,1,2020,12,18,1494,2,273914335,17,12,15,0,1479137.409,0.000147914,,Major,70,46,76,30,0,9,45,122,,,0,Hip-Hop
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,1491799.561,0.00014918,,Minor,75,48,53,18,0,18,34,119,C#,,176,Hip-Hop
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266,49,1,67,11,1496514.236,0.000149651,,Major,90,75,50,11,0,9,26,100,C#,,1,Hip-Hop
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007,20,49,23,2,1506168.038,0.000150617,,Minor,70,58,57,25,0,15,7,164,G#,,2,Hip-Hop
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,1510473.895,0.000151047,,Major,91,59,82,8,0,6,8,110,C#,,0,Hip-Hop
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940,7,25,12,0,1510584.876,0.000151058,,Major,81,77,79,19,0,47,8,105,G#,,0,
Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,1527569.113,0.000152757,,Minor,56,19,46,92,72,11,3,80,E,,2,Hip-Hop
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261,8,12,9,0,1529994.209,0.000152999,,Minor,50,41,50,69,0,12,6,188,F,,0,Hip-Hop
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161,4,15,10,0,1530139.469,0.000153014,,Minor,86,67,65,42,0,35,7,121,F#,,0,Hip-Hop
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,177,4,1534769.656,0.000153477,,Major,67,49,77,11,0,19,11,126,,,73,Romantic
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832,10,22,3,0,1534949.093,0.000153495,,Minor,71,67,60,7,0,6,4,92,B,,0,Hip-Hop
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,72,97,58,0,1537843.444,0.000153784,,Major,40,39,64,21,0,7,7,82,G#,,154,Hip-Hop
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,1538027.32,0.000153803,,Major,42,20,86,21,0,9,9,150,D,,368,Hip-Hop
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,1538504.906,0.00015385,,Major,36,28,28,81,0,18,3,100,G,,2,Hip-Hop
Too Many Nights (feat. Don Toliver & with Future),"Future, Metro Boomin, Don Toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,1546560.891,0.000154656,,Minor,68,17,71,15,0,11,5,88,G,,266,Hip-Hop
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476,139,73,142,0,1548393.17,0.000154839,,Minor,60,46,71,3,0,16,4,123,E,,5,Hip-Hop
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015,56,8,104,0,1550885.481,0.000155089,,Major,40,7,29,62,0,9,3,78,G,,10,Hip-Hop
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853,10,43,3,1,1551305.806,0.000155131,,Minor,79,64,59,28,0,11,14,99,G,,0,Hip-Hop
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,10,72,8,3,1555748.915,0.000155575,,Major,66,85,60,40,0,14,13,149,G#,,14,Hip-Hop
Every Summertime,NIKI,1,2021,8,10,1211,2,290228626,30,2,5,0,1567234.58,0.000156723,,Major,63,76,67,38,0,6,4,79,F#,,6,Romantic
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204,21,11,40,0,1570499.302,0.00015705,,Major,69,63,45,48,0,18,4,146,,,0,Hip-Hop
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,291709698,35,104,93,1,1575232.369,0.000157523,,Minor,73,68,83,55,0,90,7,124,,,0,Hip-Hop
ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,67,55,48,0,1583209.757,0.000158321,,Major,51,27,33,48,0,22,3,148,A,,6,Romantic
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523,156,275,150,3,1584719.224,0.000158472,,Minor,80,55,56,13,0,8,9,88,D#,,128,Hip-Hop
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,52,66,55,1,1589501.578,0.00015895,,Minor,95,43,69,47,0,9,31,115,F,,16,Hip-Hop
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,1593821.632,0.000159382,,Major,77,71,75,33,1,13,4,136,,,0,Hip-Hop
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,1594657.805,0.000159466,,Minor,91,63,77,12,1,10,5,120,,,9,Rock
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,1598391.727,0.000159839,,Major,73,72,32,77,0,15,5,113,G,,0,Rock
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,129,31,212,1,1605576.384,0.000160558,,Major,25,17,30,90,0,13,3,177,A,,41,Romantic
LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,1609544.245,0.000160954,,Minor,74,51,45,86,0,21,38,146,D,,8,Hip-Hop
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,1618026.149,0.000161803,,Major,81,68,63,17,0,10,22,124,G,,0,Romantic
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208,16,41,13,1,1618100.323,0.00016181,,Major,55,86,44,40,0,7,4,189,G#,,1,Hip-Hop
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101,135,74,119,1,1625308.745,0.000162531,,Major,77,53,78,19,0,29,4,127,A#,,18,Hip-Hop
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,1625679.293,0.000162568,,Minor,88,82,80,8,0,11,8,105,A#,,3,Romantic
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,1626707.281,0.000162671,,Minor,81,39,66,38,0,12,14,140,D#,,206,Rock
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,18,0,1630097.212,0.00016301,,Major,70,57,57,9,20,11,7,166,C#,,24,Hip-Hop
Yet To Come,BTS,1,2022,6,10,829,0,302006641,32,110,26,0,1630835.861,0.000163084,,Major,56,68,89,4,0,33,19,172,C#,,0,Romantic
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,32,3,9,0,1637367.988,0.000163737,,Major,73,65,79,5,2,11,6,94,G#,,0,Hip-Hop
WHERE SHE GOES,Bad Bunny,1,2023,5,18,3133,50,303236322,84,133,87,15,1637476.139,0.000163748,,Minor,65,23,80,14,63,11,6,144,A,,425,Hip-Hop
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,1642030.844,0.000164203,,Major,87,20,83,0,4,31,9,107,,,0,Hip-Hop
Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,1642240.44,0.000164224,,Major,89,61,66,17,0,36,16,94,G#,,0,Hip-Hop
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299,9,11,22,1,1650511.615,0.000165051,,Major,71,43,65,23,0,9,5,85,A#,,0,Hip-Hop
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063,28,124,13,0,1651163.74,0.000165116,,Minor,70,54,71,0,0,33,4,118,C#,,1,Romantic
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,1659798.778,0.00016598,,Major,70,37,54,6,0,9,8,98,,,30,Hip-Hop
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,1661863.91,0.000166186,,Major,80,26,85,23,0,11,21,110,C#,,0,Hip-Hop
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1671213.443,0.000167121,,Minor,74,64,73,6,0,10,6,94,F,,1,Hip-Hop
Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,1672131.503,0.000167213,,Minor,82,55,45,15,3,9,10,120,D#,,2,Hip-Hop
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,1681533.778,0.000168153,,Minor,77,49,42,1,1,13,19,78,C#,,0,Hip-Hop
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,1682004.922,0.0001682,,Major,58,30,46,14,0,9,3,139,,,208,Romantic
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938,13,1,15,0,1688163.865,0.000168816,,Minor,76,81,80,20,0,25,4,94,C#,,1,Hip-Hop
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297,7,21,11,0,1690811.804,0.000169081,,Major,87,93,59,28,0,17,5,142,,,0,Hip-Hop
Christmas Tree,V,1,2021,12,24,509,9,317622165,8,106,6,0,1715159.691,0.000171516,,Major,44,18,38,70,0,12,4,139,F,,8,Romantic
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,1715722.231,0.000171572,,Major,64,4,40,6,0,10,6,108,G,,0,Romantic
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,1725552.472,0.000172555,,Major,78,55,60,59,0,7,4,108,D,,33,Hip-Hop
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,11,80,1,0,1725661.076,0.000172566,,Minor,70,40,51,35,0,10,4,96,F#,,8,Romantic
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142,27,84,32,7,1726688.567,0.000172669,,Major,59,73,45,44,0,34,3,140,G,,11,Hip-Hop
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,57,3,1740615.356,0.000174062,,Minor,63,34,86,26,0,21,39,93,B,,1,
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,11,78,35,0,1746137.698,0.000174614,,Major,71,34,88,16,0,44,4,115,,,21,Hip-Hop
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,1746560.848,0.000174656,,Major,66,19,32,69,0,12,4,110,A,,11,Romantic
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,1746660.737,0.000174666,,Major,70,97,59,55,0,27,12,113,G#,,0,Hip-Hop
10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,190,104,147,18,1758199.133,0.00017582,,Major,70,70,79,7,0,18,10,120,G#,,63,Hip-Hop
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,1764681.298,0.000176468,,Major,70,91,79,3,0,7,10,122,G,,,Hip-Hop
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031,7,21,2,0,1768489.367,0.000176849,,Minor,84,49,72,8,0,15,8,95,F,,0,Hip-Hop
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,1772321.623,0.000177232,,Major,70,39,56,6,0,9,7,164,G,,0,Hip-Hop
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,8,116,4,3,1783870.69,0.000178387,,Major,81,39,60,31,0,7,3,92,,,2,Hip-Hop
Run BTS,BTS,1,2022,6,10,736,0,330881149,5,132,17,0,1786758.205,0.000178676,,Major,72,70,82,2,0,4,17,77,G#,,3,Hip-Hop
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413,16,15,20,0,1790161.63,0.000179016,,Major,63,56,43,24,0,12,23,126,C#,,0,
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,113,17,208,0,1795534.312,0.000179553,,Minor,64,31,72,15,0,9,5,142,D,,192,Hip-Hop
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1798990.965,0.000179899,,Minor,80,77,85,11,0,17,14,170,A,,1,
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572,80,11,66,0,1807561.289,0.000180756,,Major,72,36,72,26,6,11,4,107,B,,1,Hip-Hop
Players,Coi Leray,1,2022,11,30,4096,6,335074782,118,48,143,0,1809403.823,0.00018094,,Major,95,62,52,3,0,5,16,105,F#,,240,Hip-Hop
Classy 101,"Feid, Young Miko",2,2023,3,31,2610,40,335222234,43,100,54,14,1810200.064,0.00018102,,Major,86,67,66,14,0,12,16,100,B,,187,Hip-Hop
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004,10,24,11,0,1827478.822,0.000182748,,Major,82,50,67,12,0,13,5,130,C#,,0,Hip-Hop
TV,Billie Eilish,1,2022,7,21,3009,2,338564981,68,89,65,0,1828250.897,0.000182825,,Minor,41,9,25,84,1,14,4,141,E,,25,Romantic
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453,36,2,11,0,1833156.646,0.000183316,,Minor,67,37,46,13,0,10,39,126,A,,14,Hip-Hop
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,1834162.931,0.000183416,,Minor,65,82,74,27,0,32,5,93,,,,Romantic
Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426,52,15,35,0,1851008.9,0.000185101,,Major,83,11,41,0,0,36,14,73,D,,1,Hip-Hop
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,1851648.865,0.000185165,,Major,74,68,68,3,0,26,4,139,G#,,64,Hip-Hop
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,1853264.092,0.000185326,,Minor,61,65,64,1,0,12,4,160,D,,12,Hip-Hop
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1857901.768,0.00018579,,Minor,80,45,62,76,0,10,38,103,C#,,1,Hip-Hop
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,29,65,34,5,1863171.234,0.000186317,,Minor,74,61,83,11,0,35,6,96,G#,,3,Hip-Hop
The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,1867879.516,0.000186788,,Major,81,92,90,9,0,8,7,120,A,,2,Hip-Hop
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840,16,5,43,0,1869090.336,0.000186909,,Major,42,33,44,62,0,8,6,129,B,,7,Romantic
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,8,18,20,0,1882694.896,0.000188269,,Major,69,40,39,41,0,13,6,120,D,,1,Romantic
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,1887762.186,0.000188776,,Major,60,45,47,62,0,31,5,109,F,,6,Hip-Hop
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,1888629.971,0.000188863,,Major,81,59,83,9,0,11,5,90,G,,0,
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,1892060.181,0.000189206,,Major,63,49,73,5,0,9,3,130,F#,,7,
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,1898838.644,0.000189884,,Minor,72,91,87,14,0,13,3,101,C#,,0,Romantic
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,1911952.237,0.000191195,,Minor,86,31,53,43,0,11,6,110,C#,,3,Hip-Hop
El Azul,"Junior H, Peso Pluma",2,2023,2,10,692,25,354495408,10,107,6,3,1914275.203,0.000191428,,Minor,56,84,65,23,0,10,6,144,A,,62,Hip-Hop
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964,222,61,259,14,1914920.806,0.000191492,,Minor,70,87,88,4,0,26,8,115,C#,,2,Hip-Hop
Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,1918183.545,0.000191818,,Major,76,58,84,10,0,13,10,105,G#,,0,Hip-Hop
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,1926233.444,0.000192623,,Minor,54,41,39,51,0,11,16,107,G,,0,Hip-Hop
