track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,revenue,Initial_royalty_fee,Genre,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,bpm,key,streamss,in_shazam_charts
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,10190013.8,0.001019001,Romantic,Minor,56,68,66,28,0,11,18,166,F#,63,
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,537,122,"2,726",6,10246596.61,0.00102466,Hip-Hop,Minor,79,59,86,4,0,8,11,124,A,63,
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265,284,114,"1,481",0,10420759.43,0.001042076,Hip-Hop,Minor,91,42,60,0,0,9,12,150,C#,64,5
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,122,94,"1,992",0,10515807.64,0.001051581,Hip-Hop,Minor,36,12,57,9,0,14,8,136,,65,18
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,10549082.66,0.001054908,Hip-Hop,Major,63,88,93,3,0,10,8,146,D,65,0
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297,315,160,"6,284",1,10641635.8,0.001064164,Romantic,Major,53,66,78,0,0,16,5,124,D,66,46
Riptide,Vance Joy,1,1975,1,1,31123,55,2009094673,300,65,"1,003",1,10849111.23,0.001084911,Romantic,Major,48,50,73,43,0,15,4,102,C#,67,0
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,10861906.59,0.001086191,Rock,Minor,66,48,71,6,0,12,4,122,C#,67,153
All of Me,John Legend,1,2013,8,1,27221,0,2086124197,308,118,"4,534",2,11265070.66,0.001126507,Romantic,Major,42,33,26,92,0,13,3,120,G#,70,77
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722,289,87,"2,430",0,11465872.5,0.001146587,Romantic,Major,61,53,38,84,0,28,44,100,E,71,36
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,11514613.38,0.001151461,Hip-Hop,Major,70,59,75,24,0,9,4,120,,71,37
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,11529855.61,0.001152986,Rock,Minor,57,41,66,63,0,12,5,129,E,71,0
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,11660472.11,0.001166047,Romantic,Major,57,30,40,38,0,26,3,96,G,72,121
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679,321,162,"5,691",8,11863857.67,0.001186386,Rock,Minor,41,23,40,27,0,30,5,71,,73,17
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728,336,188,"2,692",3,11902035.93,0.001190204,Hip-Hop,Minor,61,47,65,3,0,17,4,103,B,73,30
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932,228,105,"2,453",0,12078006.83,0.001207801,Romantic,Major,61,20,38,61,0,10,5,108,E,75,84
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092,363,129,"3,895",0,12315056.9,0.001231506,Romantic,Major,78,58,45,47,0,18,3,79,D,76,28
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,2282771485,166,87,"1,056",1,12326966.02,0.001232697,Romantic,Major,61,41,81,5,2,10,3,124,A#,76,
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111,188,34,710,0,12358953.6,0.001235895,Hip-Hop,Minor,44,22,48,38,0,33,24,84,B,76,5
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,532,77,"1,535",3,12436383.45,0.001243638,Romantic,Minor,79,68,79,1,0,10,8,124,B,77,8
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,12541932.66,0.001254193,Hip-Hop,Major,55,56,82,12,0,34,5,95,,77,
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,12720887.42,0.001272089,Romantic,Minor,35,12,30,93,0,10,3,115,E,79,136
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,231,37,"1,509",0,13070491.23,0.001307049,Romantic,Major,40,45,56,69,0,9,5,99,A#,81,13
Senorita,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918,453,50,"1,785",1,13417989.76,0.001341799,Romantic,Minor,76,77,52,4,0,8,3,117,A,83,8
As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493,403,198,863,46,13571217.86,0.001357122,Hip-Hop,Minor,52,66,73,34,0,31,6,174,F#,84,
Heat Waves,Glass Animals,1,2020,6,28,22543,63,2557975762,386,144,707,28,13813069.11,0.001381307,Hip-Hop,Major,76,53,53,44,0,9,9,81,B,85,
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,13821457,0.001382146,Romantic,Major,60,17,45,16,0,11,2,95,G#,85,0
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,2565529693,281,137,"2,445",1,13853860.34,0.001385386,Hip-Hop,Major,68,49,59,16,0,13,28,186,G,86,140
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264,315,159,"2,179",0,13992611.03,0.001399261,Romantic,Major,75,64,52,41,0,11,3,95,G#,86,44
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,14007816.72,0.001400782,Rock,Minor,77,74,78,4,0,23,11,125,A#,86,31
STAY (with Justin Bieber),"Justin Bieber, The Kid Laroi",2,2021,7,9,17050,36,2665343922,492,99,798,31,14392857.18,0.001439286,Hip-Hop,Major,59,48,76,4,0,10,5,170,C#,89,0
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,14655180.69,0.001465518,Hip-Hop,Major,77,36,63,1,0,36,5,104,C#,90,26
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,2808096550,372,117,843,4,15163721.37,0.001516372,Hip-Hop,Major,76,91,50,54,0,7,5,90,D,94,69
Dance Monkey,Tones and I,1,2019,5,10,24529,0,2864791672,533,167,"3,595",6,15469875.03,0.001546988,Romantic,Minor,82,54,59,69,0,18,10,98,F#,95,
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53,2887241814,440,125,"1,800",0,15591105.8,0.001559111,Romantic,Major,50,45,41,75,0,11,3,110,C#,96,
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,19237737.01,0.001923774,Hip-Hop,Minor,83,93,65,58,0,9,8,96,C#,119,0
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,20001033.4,0.002000103,Hip-Hop,Major,50,38,80,0,0,9,7,171,C#,123,
